chromosome	start	end	segVal	sample
12	180001	12720000	1.83325095365756	IM_85
12	12720001	22890000	0.950393902586071	IM_85
12	22890001	28320000	2	IM_85
12	28320001	29160000	2.75894878978908	IM_85
12	29160001	43440000	1.73286967259194	IM_85
12	43440001	44160000	2.53727693633461	IM_85
12	44160001	76860000	1.84649700935742	IM_85
12	76860001	91950000	0.934636557768149	IM_85
12	91950001	93270000	1.32144874462771	IM_85
12	93270001	98880000	0.915785090816417	IM_85
12	98880001	99930000	1.65495444653664	IM_85
12	99930001	116370000	0.852364806976102	IM_85
12	116370001	116880000	1.30024209937231	IM_85
12	116880001	120090000	0.639526971981179	IM_85
12	120090001	125640000	1.02024234125291	IM_85
12	125640001	132180000	0.636548122767828	IM_85
12	132180001	133830000	1.07909187036444	IM_85
13	19530001	45120000	1.78767161611702	IM_85
13	45120001	47400000	3.56920012027723	IM_85
13	47400001	48630000	2.51632159376929	IM_85
13	48630001	49140000	1.47184698449757	IM_85
13	49140001	99450000	0.876192994008826	IM_85
13	99450001	100230000	1.36407114832587	IM_85
13	100230001	115110000	0.861676715683777	IM_85
14	20190001	20280000	-0.0646469153140859	IM_85
14	20460001	78330000	1.79365296769741	IM_85
14	78330001	80280000	1.40017995621375	IM_85
14	80280001	102090000	1.75664640194744	IM_85
14	102090001	104640000	2.16262256701796	IM_85
14	104640001	107310000	1.78289001041814	IM_85
15	22320001	27180000	1.49820210069284	IM_85
15	27180001	102390000	1.80563015238088	IM_85
16	90001	4950000	1.0855471539101	IM_85
16	4950001	8310000	0.584208327727212	IM_85
16	8310001	9270000	2.49933177482861	IM_85
16	9270001	10320000	2	IM_85
16	10320001	12240000	2.89290142634023	IM_85
16	12240001	13950000	2.13381157766472	IM_85
16	13950001	14670000	2.68668135757533	IM_85
16	14670001	28080000	1.58485229159261	IM_85
16	28080001	31260000	2.19405471197458	IM_85
16	31260001	53160000	1.5836898114961	IM_85
16	53160001	53640000	2.67336028758803	IM_85
16	53640001	87780000	0.834818318303964	IM_85
16	87780001	90150000	1.18868214478328	IM_85
17	1	5490000	1.095243112599	IM_85
17	5490001	6660000	0.558730502175332	IM_85
17	6660001	31200000	0.884505001847835	IM_85
17	31200001	33210000	0.576355094526408	IM_85
17	33210001	73110000	0.894912389473801	IM_85
17	73110001	77100000	2.10759509791316	IM_85
17	77100001	77730000	1.497054102119	IM_85
17	77730001	81090000	2.20918500686087	IM_85
18	150001	2550000	1.57091527417439	IM_85
18	2550001	3900000	2.13881484720395	IM_85
18	3900001	19740000	1.74237109615963	IM_85
18	19770001	20940000	0.983096752885302	IM_85
18	20940001	76920000	1.70325737231759	IM_85
18	76920001	78030000	2.11258214814699	IM_85
19	270001	6180000	1.17883673678042	IM_85
19	6180001	19890000	2	IM_85
19	19890001	35130000	1.58834089040397	IM_85
19	35130001	37470000	2.85618120856519	IM_85
19	37470001	37890000	1.71153665191537	IM_85
19	37890001	43050000	2.74284070249207	IM_85
19	43050001	50940000	2	IM_85
19	50940001	59100000	1.6385351030457	IM_85
20	60001	40410000	1.72930982468904	IM_85
20	40410001	42270000	1.28354924818986	IM_85
20	42270001	49140000	2.6746915256954	IM_85
20	49140001	50460000	3.62610352582879	IM_85
20	50460001	60180000	2.5425234954547	IM_85
20	60180001	62190000	3.91052526516741	IM_85
20	62190001	62910000	4.42695576884279	IM_85
21	15480001	48090000	1.82483380996396	IM_85
22	17280001	25590000	1.8284399987394	IM_85
22	25590001	28170000	1.43080055663991	IM_85
22	28260001	32370000	2	IM_85
22	32370001	35610000	1.4047074594615	IM_85
22	35610001	39900000	1.89850121924602	IM_85
22	39900001	47580000	0.983096752885302	IM_85
22	47580001	50160000	0.726669534651752	IM_85
22	50160001	51180000	1.13743966298716	IM_85
1	840001	2580000	3.83911126291796	IM_87
1	2700001	3330000	2.84220359663665	IM_87
1	3330001	3870000	4.27114992074051	IM_87
1	3990001	5940000	2.7347990914134	IM_87
1	5940001	6420000	3.4587614131077	IM_87
1	6420001	6600000	6.06761676202282	IM_87
1	6600001	7620000	3.77369491815771	IM_87
1	7620001	9750000	5.33028038897159	IM_87
1	9750001	11730000	8.28106180110694	IM_87
1	11730001	12570000	4.68494599586334	IM_87
1	12570001	14730000	3.22776091867365	IM_87
1	14730001	16290000	4.17726006377615	IM_87
1	16290001	18330000	3.41124418520546	IM_87
1	18330001	19200000	2.31274766179853	IM_87
1	19200001	20790000	3.05611257143647	IM_87
1	20790001	22920000	5.0553432010717	IM_87
1	22920001	23610000	3.02140054305797	IM_87
1	23610001	25110000	4.90323135898057	IM_87
1	25110001	27360000	3.97273100320982	IM_87
1	27360001	32370000	3.27842245353641	IM_87
1	32370001	39090000	4.6960012218404	IM_87
1	39090001	40290000	6.62452389182166	IM_87
1	40290001	41850000	8.32735739814999	IM_87
1	41850001	42720000	6.47024491817284	IM_87
1	42720001	52980000	3.21003094904633	IM_87
1	52980001	53460000	1.8058020989912	IM_87
1	53460001	57750000	5.29039870408483	IM_87
1	57750001	83580000	2.50572773730607	IM_87
1	83970001	93600000	3.40288464894775	IM_87
1	93600001	93900000	4.81351652971312	IM_87
1	93900001	94800000	6.32825206674998	IM_87
1	94800001	95790000	4.93221177419133	IM_87
1	95790001	96810000	3.94910813799162	IM_87
1	96810001	100800000	2.37729995510004	IM_87
1	100800001	1.02e+08	3.12327587310489	IM_87
1	102000001	102450000	3.9964090298179	IM_87
1	102450001	105840000	3.00941877811019	IM_87
1	105840001	110130000	2.28009524336228	IM_87
1	110130001	111030000	5.52141331207762	IM_87
1	111030001	112320000	4.15918350393153	IM_87
1	112320001	118260000	2.8148886890943	IM_87
1	118260001	149220000	3.60138452650483	IM_87
1	149850001	152550000	5.24898726026256	IM_87
1	152610001	171930000	3.03339976141428	IM_87
1	171930001	173280000	3.78819417567862	IM_87
1	173280001	174480000	5.32695217479909	IM_87
1	174480001	182970000	3.02939808269457	IM_87
1	182970001	183360000	5.27547507016791	IM_87
1	183360001	184230000	6.4901227344188	IM_87
1	184230001	185760000	4.68336753976333	IM_87
1	185760001	214530000	2.92998637667597	IM_87
1	214530001	228750000	3.77079765234368	IM_87
1	228780001	229800000	5.78061323555979	IM_87
1	229800001	230400000	4.64712252033665	IM_87
1	230400001	230730000	3.56445957830556	IM_87
1	230730001	2.31e+08	10.0545625424694	IM_87
1	231000001	232200000	5.79094694624768	IM_87
1	232200001	236910000	3.65132120622864	IM_87
1	236910001	238560000	4.81511265469582	IM_87
1	238560001	239220000	6.10808916937197	IM_87
1	239220001	240180000	4.90483955051731	IM_87
1	240180001	241800000	4.15466921213941	IM_87
1	241800001	243030000	2.64029254734806	IM_87
1	243390001	246870000	3.56729478755597	IM_87
1	246870001	247590000	5.44227363231589	IM_87
1	247590001	249210000	3.21684585865018	IM_87
2	30001	720000	3.71735369940442	IM_87
2	750001	7890000	2.87353698988469	IM_87
2	7890001	13320000	3.57296779174694	IM_87
2	13320001	15450000	2.86307873512121	IM_87
2	15450001	16590000	4.02311274485084	IM_87
2	16590001	17400000	3.08828372829339	IM_87
2	17400001	18270000	5.00821199516157	IM_87
2	18270001	19890000	3.4587614131077	IM_87
2	19890001	20070000	4.5906200191602	IM_87
2	20070001	20850000	6.27111865717672	IM_87
2	20850001	23220000	4.56091183990906	IM_87
2	23220001	27930000	3.32523637371762	IM_87
2	27930001	28620000	4.47380338631366	IM_87
2	28620001	34170000	3.42659014851369	IM_87
2	34170001	34770000	2.39322597489877	IM_87
2	34770001	37050000	3.43357420534823	IM_87
2	37050001	3.9e+07	5.47420895268364	IM_87
2	39000001	42660000	3.81289236478831	IM_87
2	42660001	42960000	2.48457539128992	IM_87
2	42960001	43440000	3.47980408276661	IM_87
2	43440001	44190000	4.86309659967028	IM_87
2	44190001	47640000	3.65275184704168	IM_87
2	47640001	54150000	3.12327587310489	IM_87
2	54150001	5.7e+07	5.37195578866343	IM_87
2	57000001	64740000	3.42938312482497	IM_87
2	64740001	67890000	6.69033487754119	IM_87
2	67890001	73020000	5.33028038897159	IM_87
2	73020001	74250000	3.27842245353641	IM_87
2	74250001	75540000	5.12392346094279	IM_87
2	75540001	75990000	3.73609769051922	IM_87
2	75990001	76800000	2.88400903499565	IM_87
2	76800001	77610000	3.61135074598002	IM_87
2	77610001	77880000	5.89818284292567	IM_87
2	77910001	102330000	3.53756807752541	IM_87
2	102330001	103590000	4.30008842622342	IM_87
2	103590001	106470000	3.11653530209289	IM_87
2	106470001	106980000	5.54338704566502	IM_87
2	107130001	108810000	2.94185178556696	IM_87
2	108810001	114750000	4.05584542741886	IM_87
2	114750001	118200000	3.16383242312103	IM_87
2	118200001	119040000	3.85662931369	IM_87
2	119040001	123630000	5.74278932908474	IM_87
2	123630001	124800000	4.21653238768403	IM_87
2	124800001	127410000	2.97225379167525	IM_87
2	127410001	129810000	5.39033562841532	IM_87
2	129810001	140910000	3.46577024947286	IM_87
2	140910001	142290000	4.46915593147877	IM_87
2	142290001	156210000	3.64846057102507	IM_87
2	156210001	161550000	4.36126585519261	IM_87
2	161550001	162270000	6.80248541703633	IM_87
2	162270001	162660000	5.03907059105566	IM_87
2	162660001	166770000	4.0692661289356	IM_87
2	166770001	170970000	3.27842245353641	IM_87
2	170970001	173130000	3.99048435178558	IM_87
2	173130001	176130000	5.63845942492504	IM_87
2	176130001	177960000	3.54322298188533	IM_87
2	177960001	178620000	4.67863346430839	IM_87
2	178620001	183300000	3.12192732795413	IM_87
2	183300001	183840000	5.81336326379923	IM_87
2	183840001	185880000	3.09903502794064	IM_87
2	185880001	187560000	4.145646446358	IM_87
2	187560001	189150000	3.13947522189999	IM_87
2	189150001	190830000	4.76255430063322	IM_87
2	190830001	200460000	3.20322142629697	IM_87
2	200460001	204510000	4.12762418600656	IM_87
2	204510001	223170000	3.15299838138895	IM_87
2	223170001	224250000	4.42741610500735	IM_87
2	224250001	225510000	6.19646590398635	IM_87
2	225510001	230370000	2.8239831000403	IM_87
2	230370001	231090000	4.74984821923193	IM_87
2	231090001	238830000	3.12057899827755	IM_87
2	238830001	242490000	2.23920082983309	IM_87
2	242490001	2.43e+08	3.48261343511552	IM_87
3	90001	8400000	2.41041779776344	IM_87
3	8400001	10380000	3.80416824621933	IM_87
3	10380001	22860000	2.57710474428657	IM_87
3	22860001	24060000	3.64131275381431	IM_87
3	24150001	24780000	5.01632513669532	IM_87
3	24780001	27510000	3.75777062215241	IM_87
3	27510001	41250000	2.58465883806229	IM_87
3	41250001	45450000	3.50230303466591	IM_87
3	45450001	46590000	2.63902351216944	IM_87
3	46590001	50100000	3.55171180265058	IM_87
3	50100001	50700000	6.31931042699706	IM_87
3	50700001	51180000	4.00233715543709	IM_87
3	51180001	78870000	2.68867555050248	IM_87
3	78870001	79350000	4.07523648749392	IM_87
3	79350001	86130000	2.5972662322895	IM_87
3	86130001	86310000	4.73239987435688	IM_87
3	86310001	88950000	2.851329682287	IM_87
3	88950001	90210000	3.51498293595442	IM_87
3	93540001	96660000	4.31993327491995	IM_87
3	96660001	105030000	3.53050429524455	IM_87
3	105030001	106050000	4.33828391792056	IM_87
3	106050001	107190000	3.65561377509032	IM_87
3	107190001	108150000	4.45367842118412	IM_87
3	108150001	108930000	3.38479893145051	IM_87
3	108930001	109230000	2.29700651884558	IM_87
3	109260001	113640000	3.67136978576164	IM_87
3	113640001	116010000	5.71363319468081	IM_87
3	116010001	118170000	4.58905449151095	IM_87
3	118170001	122310000	5.3636099350161	IM_87
3	122310001	122820000	9.66345105025125	IM_87
3	122820001	123210000	6.7711497613094	IM_87
3	123210001	123690000	7.80086078568952	IM_87
3	123750001	124350000	9.47691645386725	IM_87
3	124350001	125820000	10.8237067829113	IM_87
3	125820001	127410000	8.76151061183049	IM_87
3	127410001	129060000	5.55862096240004	IM_87
3	129060001	131250000	9.50896123511804	IM_87
3	131250001	134280000	6.91543773595241	IM_87
3	134280001	138180000	6.03777563520309	IM_87
3	138180001	145170000	6.8857333274994	IM_87
3	145170001	145410000	12.8501900480511	IM_87
3	145410001	146550000	7.82045385280761	IM_87
3	146550001	148680000	6.23552232276664	IM_87
3	148680001	152400000	7.71490727369484	IM_87
3	152400001	168480000	6.77483307692929	IM_87
3	168480001	172410000	8.72238621094665	IM_87
3	172410001	173610000	7.30280902736732	IM_87
3	173610001	176490000	8.8959454909424	IM_87
3	176490001	177060000	13.7594011239648	IM_87
3	177060001	177690000	17.1214411872883	IM_87
3	177690001	179010000	13.5526398586386	IM_87
3	179010001	179340000	10.4236703501892	IM_87
3	179340001	181740000	6.39279089291529	IM_87
3	181740001	183840000	7.24393081562768	IM_87
3	183840001	184770000	9.59679766822799	IM_87
3	184770001	187440000	7.6798647079254	IM_87
3	187440001	189840000	8.96871058258556	IM_87
3	189840001	190710000	11.7358127544231	IM_87
3	190710001	193320000	8.03144843159615	IM_87
3	193320001	194040000	9.29836162050005	IM_87
3	194040001	195660000	8.28307228293632	IM_87
3	195750001	196620000	6.81725315538457	IM_87
3	196650001	197820000	7.85184757882584	IM_87
4	90001	34980000	2.22363055790428	IM_87
4	34980001	41670000	3.4531582225508	IM_87
4	41670001	47430000	2.40673028039705	IM_87
4	47430001	48870000	3.1354224757998	IM_87
4	48870001	60810000	2.52444328582922	IM_87
4	60810001	60990000	8.14884641377827	IM_87
4	60990001	63420000	5.47589191376057	IM_87
4	63420001	64050000	7.58289055355942	IM_87
4	64050001	70020000	5.63505234720293	IM_87
4	70050001	73710000	4.99524217336489	IM_87
4	73710001	74520000	3.70439842211483	IM_87
4	74520001	75210000	4.60158474598198	IM_87
4	75210001	76110000	6.18406073227636	IM_87
4	76110001	77520000	3.30592988725791	IM_87
4	77520001	83550000	1.88916302566128	IM_87
4	83550001	86040000	2.89318338686215	IM_87
4	86040001	98820000	2	IM_87
4	98820001	100230000	3.73176892199543	IM_87
4	100230001	106050000	2	IM_87
4	106050001	107340000	2.70914042614977	IM_87
4	107340001	124140000	2	IM_87
4	124170001	124800000	4.54218885752672	IM_87
4	124800001	158040000	2	IM_87
4	158040001	162480000	3.9964090298179	IM_87
4	162480001	178050000	1.74460904814401	IM_87
4	178050001	190800000	2.32852521988777	IM_87
5	60001	8880000	2.38097195832552	IM_87
5	8880001	10920000	3.54322298188533	IM_87
5	10920001	45870000	2.93921351971638	IM_87
5	45870001	58530000	2	IM_87
5	58530001	60540000	2.7117024141409	IM_87
5	60540001	61230000	3.40009986065528	IM_87
5	61230001	92160000	2	IM_87
5	92160001	94440000	2.54947276648948	IM_87
5	94440001	94770000	1.61444034230682	IM_87
5	94770001	96090000	2.40550153888995	IM_87
5	96090001	96420000	4.02757015145965	IM_87
5	96420001	122100000	2.3224526188314	IM_87
5	122100001	122520000	4.37200735076471	IM_87
5	122520001	122910000	6.22486022942959	IM_87
5	122910001	124020000	3.75343215729055	IM_87
5	124020001	125820000	2.89449487045408	IM_87
5	125820001	136140000	2.21526164851977	IM_87
5	136140001	138750000	3.18825943797615	IM_87
5	138750001	156150000	2.18070293001981	IM_87
5	156150001	156930000	1.47677981473172	IM_87
5	156930001	161250000	2.21048415501771	IM_87
5	161250001	162300000	2.76699362721877	IM_87
5	162300001	173460000	2	IM_87
5	173460001	175050000	1.60148344896089	IM_87
5	175050001	175950000	2.12861506382758	IM_87
5	175950001	178830000	3.27979577821778	IM_87
5	178830001	180690000	2.32366670809431	IM_87
6	210001	8250000	3.44475990094082	IM_87
6	8250001	11100000	5.0001042404823	IM_87
6	11100001	12210000	6.07288930745168	IM_87
6	12210001	18210000	3.15029202569773	IM_87
6	18210001	19080000	5.03419300979734	IM_87
6	19080001	20280000	9.08358902518985	IM_87
6	20280001	21390000	7.31042129917143	IM_87
6	21390001	2.4e+07	4.78960051187406	IM_87
6	24000001	24810000	6.46663357092882	IM_87
6	24810001	26250000	5.16985479888584	IM_87
6	26280001	3e+07	2.56830143895673	IM_87
6	30000001	33840000	3.07486399641046	IM_87
6	33840001	34770000	4.57653802738738	IM_87
6	34770001	38190000	3.03873834967908	IM_87
6	38190001	38430000	1.17248243838015	IM_87
6	38430001	42240000	3.03873834967908	IM_87
6	42240001	44250000	5.04720420263644	IM_87
6	44250001	45390000	3.96386596452762	IM_87
6	45390001	47100000	5.36861680078196	IM_87
6	47100001	47610000	4.01420374943608	IM_87
6	47610001	56220000	2.98285512129375	IM_87
6	56220001	57090000	3.87857051067633	IM_87
6	57090001	70350000	2.97755273269107	IM_87
6	70350001	72570000	4.35359982258078	IM_87
6	72570001	75060000	3.10307032063231	IM_87
6	75060001	76230000	3.97125295807734	IM_87
6	76230001	100620000	3.07218263572402	IM_87
6	100620001	101370000	3.74765055411324	IM_87
6	101370001	105660000	2.94977175449903	IM_87
6	105660001	107250000	3.99048435178558	IM_87
6	107250001	131190000	3.05611257143647	IM_87
6	131190001	1.32e+08	4.04095400689173	IM_87
6	132030001	132330000	3.02006837394484	IM_87
6	132330001	133440000	4.239255755941	IM_87
6	133470001	141750000	3.51216367179328	IM_87
6	141780001	141960000	6.34973398052328	IM_87
6	141960001	151980000	3.20458289989848	IM_87
6	151980001	152460000	6.31573527941515	IM_87
6	152460001	155070000	3.02673137425232	IM_87
6	155070001	156150000	3.95500868291587	IM_87
6	156150001	157650000	3.07218263572402	IM_87
6	157680001	170910000	2.24399900885636	IM_87
7	30001	17010000	2.78896283584841	IM_87
7	17010001	18450000	3.45175796359702	IM_87
7	18450001	19050000	4.6078550445978	IM_87
7	19050001	20640000	3.65847656503567	IM_87
7	20640001	21090000	2.44122252511272	IM_87
7	21090001	23760000	4.75619953613914	IM_87
7	23760001	36060000	2.8997429595636	IM_87
7	36060001	37410000	5.03907059105566	IM_87
7	37410001	43620000	3.11249354517583	IM_87
7	43620001	45090000	4.78800783447823	IM_87
7	45090001	45960000	2.38464590081861	IM_87
7	45960001	48360000	3.24415936561036	IM_87
7	48360001	69060000	2.58213994490701	IM_87
7	69060001	70260000	3.40985039047706	IM_87
7	70260001	71970000	2.43135036011676	IM_87
7	72720001	83010000	3.50230303466591	IM_87
7	83010001	84660000	6.96755318283958	IM_87
7	84660001	85500000	5.81508910423784	IM_87
7	85500001	87510000	4.9855238569329	IM_87
7	87510001	91380000	3.4531582225508	IM_87
7	91380001	92100000	5.69651161639857	IM_87
7	92100001	96540000	3.81725733297422	IM_87
7	96540001	98040000	2.98418125712987	IM_87
7	98040001	98520000	2	IM_87
7	98520001	119640000	3.42938312482497	IM_87
7	119640001	121230000	4.03202949733606	IM_87
7	121230001	138510000	3.21275626646533	IM_87
7	138510001	138900000	4.79119340474408	IM_87
7	138900001	139230000	6.86163911251412	IM_87
7	139230001	142800000	4.42741610500735	IM_87
7	142800001	148380000	2.62001384139163	IM_87
7	148380001	153570000	3.20186016816964	IM_87
7	153570001	158550000	2.68101544343057	IM_87
7	158550001	159120000	3.46717266316842	IM_87
8	180001	39240000	1.33246135049235	IM_87
8	39240001	39390000	-1.07251071397162	IM_87
8	39390001	41760000	2	IM_87
8	41760001	48900000	4.04095400689173	IM_87
8	48900001	53460000	3.41821639096015	IM_87
8	53460001	59730000	3.91671676652352	IM_87
8	59730001	62790000	4.89037358375709	IM_87
8	62790001	69360000	4.02014221781587	IM_87
8	69360001	70770000	5.13047473788834	IM_87
8	70770001	73950000	4.30924306220251	IM_87
8	73950001	78120000	6.45941346213092	IM_87
8	78120001	80670000	4.0350034719579	IM_87
8	80670001	85410000	4.68494599586334	IM_87
8	85410001	90900000	3.94615915837457	IM_87
8	90900001	91560000	6.04303719144881	IM_87
8	91560001	97530000	4.30008842622342	IM_87
8	97530001	99240000	8.37982880838126	IM_87
8	99240001	99750000	9.74976138748674	IM_87
8	99750001	101220000	4.47380338631366	IM_87
8	101220001	101970000	6.95450848376562	IM_87
8	101970001	103350000	4.84868105386801	IM_87
8	103350001	106320000	4.19385750111739	IM_87
8	106320001	108510000	4.96287795164337	IM_87
8	108510001	109440000	3.32385593838833	IM_87
8	109440001	110730000	4.20141040978512	IM_87
8	110730001	113940000	3.37785258259734	IM_87
8	113940001	116430000	5.0830560894231	IM_87
8	116430001	117780000	6.68667138554579	IM_87
8	117780001	120390000	4.89358673471788	IM_87
8	120390001	126660000	3.35012105572943	IM_87
8	126660001	1.29e+08	5.35026777383769	IM_87
8	129000001	129600000	6.51364831304507	IM_87
8	129600001	129990000	3.1706107021144	IM_87
8	129990001	144480000	2	IM_87
8	144480001	144990000	3.64131275381431	IM_87
8	144990001	146310000	2.42149198546828	IM_87
9	210001	1800000	2.66571850049812	IM_87
9	1800001	3300000	4.71023059795182	IM_87
9	3300001	4350000	5.77717038912393	IM_87
9	4350001	5040000	4.33369334826899	IM_87
9	5040001	6150000	5.32029833214422	IM_87
9	6150001	6960000	4.36893727465893	IM_87
9	6960001	11580000	2.63902351216944	IM_87
9	11580001	12690000	4.10064897350777	IM_87
9	12690001	13740000	5.20441416380834	IM_87
9	13740001	14220000	3.95500868291587	IM_87
9	14220001	19350000	3.02406552770679	IM_87
9	19350001	22530000	3.81580212810473	IM_87
9	22530001	84720000	3.12867220844972	IM_87
9	84720001	85050000	3.91818683911137	IM_87
9	85050001	86700000	5.51465948940359	IM_87
9	86700001	91590000	3.56587707519368	IM_87
9	91590001	94050000	5.48262591281011	IM_87
9	94050001	135420000	1.86086857250012	IM_87
9	135420001	137490000	5.1567143215392	IM_87
9	137490001	138330000	3.95943635408794	IM_87
9	138330001	138690000	5.23080888886825	IM_87
9	138690001	139530000	7.07229087188349	IM_87
9	139530001	1.41e+08	4.33675351256252	IM_87
10	120001	1320000	4.19989939710322	IM_87
10	1320001	3090000	2.8997429595636	IM_87
10	3090001	5760000	4.31076958902532	IM_87
10	5760001	7230000	3.45455869697875	IM_87
10	7230001	8040000	2.84480997230871	IM_87
10	8040001	9e+06	2.10625153744994	IM_87
10	9000001	9630000	4.02162737359627	IM_87
10	9630001	10620000	2.62887898781092	IM_87
10	10620001	11550000	3.37924142141961	IM_87
10	11550001	12480000	5.04883157137513	IM_87
10	12480001	26370000	3.34735264347458	IM_87
10	26370001	28080000	4.81990232248901	IM_87
10	28080001	36960000	3.66563731069719	IM_87
10	36960001	43650000	2.79802708040932	IM_87
10	43650001	44100000	4.33828391792056	IM_87
10	44100001	47610000	3.11653530209289	IM_87
10	47670001	50430000	4.66286721861356	IM_87
10	50430001	61500000	2.73351411114552	IM_87
10	61500001	64230000	3.39175066715817	IM_87
10	64230001	75150000	2.66317202664789	IM_87
10	75150001	78690000	3.54039509875701	IM_87
10	78690001	125520000	2.60736766181217	IM_87
10	125520001	126720000	4.58905449151095	IM_87
10	126720001	135420000	2.51445562667318	IM_87
11	210001	3420000	3.26058884082888	IM_87
11	3630001	9630000	2.56830143895673	IM_87
11	9630001	14340000	4.92576564864526	IM_87
11	14340001	14820000	2.73094479703229	IM_87
11	14820001	15660000	4.11412785305291	IM_87
11	15660001	17460000	4.89840807721542	IM_87
11	17460001	20760000	2.72580875449597	IM_87
11	20760001	21810000	3.71159364364503	IM_87
11	21810001	22050000	5.79094694624768	IM_87
11	22050001	22860000	3.78674328029273	IM_87
11	22860001	64770000	2.7347990914134	IM_87
11	64770001	70470000	4.22713059292693	IM_87
11	70470001	85560000	2.83048557208425	IM_87
11	85560001	86190000	4.21501922026033	IM_87
11	86190001	86580000	5.71877386991197	IM_87
11	86580001	90840000	4.06180802890673	IM_87
11	90840001	94800000	2.82658344243534	IM_87
11	94800001	96150000	3.78819417567862	IM_87
11	96150001	99870000	2.53819883422049	IM_87
11	99870001	104610000	3.2141192483861	IM_87
11	104610001	117390000	2.644100945729	IM_87
11	117390001	122250000	3.88296456787644	IM_87
11	122250001	130830000	2.70273922697006	IM_87
11	130830001	134940000	2.21526164851977	IM_87
12	180001	8070000	3.90936963569696	IM_87
12	8100001	9960000	5.08958581895072	IM_87
12	9960001	16230000	3.95205797950539	IM_87
12	16230001	22440000	3.07888765349646	IM_87
12	22440001	23460000	4.06180802890673	IM_87
12	23460001	26190000	5.91381818805661	IM_87
12	26190001	27180000	9.08987386831277	IM_87
12	27180001	28620000	6.17166611880116	IM_87
12	28620001	44610000	3.82599308714888	IM_87
12	44610001	46530000	6.03952927181081	IM_87
12	46530001	47610000	7.09482257585803	IM_87
12	47610001	64320000	3.75487809677032	IM_87
12	64320001	64530000	6.52633101549792	IM_87
12	64530001	99510000	3.93731739090373	IM_87
12	99510001	100740000	6.22486022942959	IM_87
12	100740001	103380000	4.20896870530734	IM_87
12	103380001	104190000	3.16789874409452	IM_87
12	104190001	104610000	4.17424514906025	IM_87
12	104610001	106140000	5.34693438828488	IM_87
12	106140001	107400000	4.05733575457956	IM_87
12	107400001	1.2e+08	3.23049183842131	IM_87
12	120000001	121200000	4.38583335921259	IM_87
12	121200001	124440000	3.55879174549489	IM_87
12	124440001	125550000	4.21955936895396	IM_87
12	125550001	133830000	3.20049912551648	IM_87
13	19530001	26910000	1.80692073319271	IM_87
13	26910001	27330000	3.47278447269249	IM_87
13	27330001	71010000	2	IM_87
13	71010001	74040000	4.901623382918	IM_87
13	74040001	87420000	2.35408896877545	IM_87
13	87420001	87660000	4.26962899624636	IM_87
13	87660001	106590000	2.14041658462443	IM_87
13	106590001	107850000	2.73865532506213	IM_87
13	107850001	110640000	2	IM_87
13	110640001	111960000	2.66953982732981	IM_87
13	111960001	114060000	2	IM_87
13	114060001	114660000	0.251259646607758	IM_87
13	114720001	115110000	2.5972662322895	IM_87
14	20190001	28170000	3.42938312482497	IM_87
14	28170001	29550000	5.02281952845755	IM_87
14	29550001	30120000	6.57534891332146	IM_87
14	30120001	33030000	3.59142886526441	IM_87
14	33030001	34680000	4.55935040626921	IM_87
14	34680001	35910000	3.30042150533987	IM_87
14	35910001	68280000	1.8248481849053	IM_87
14	68280001	69300000	2.74766074517211	IM_87
14	69300001	72990000	1.87669687475857	IM_87
14	72990001	73500000	3.62275363954529	IM_87
14	73500001	74340000	5.52479151625971	IM_87
14	74340001	107310000	3.48964058678591	IM_87
15	22320001	27600000	1.39839300175225	IM_87
15	27600001	42060000	1.87556488115795	IM_87
15	42060001	42600000	4.03797830847646	IM_87
15	42600001	46080000	1.74128999162412	IM_87
15	46080001	46290000	3.16383242312103	IM_87
15	46290001	4.8e+07	1.61227870534071	IM_87
15	48000001	49770000	2.21406695193299	IM_87
15	49770001	57360000	1.66330503798892	IM_87
15	57360001	57870000	3.32247571853322	IM_87
15	57870001	68790000	2.23920082983309	IM_87
15	68790001	73080000	5.1091956930548	IM_87
15	73080001	92970000	2.40673028039705	IM_87
15	92970001	93600000	5.38364903368521	IM_87
15	93600001	94530000	4.03202949733606	IM_87
15	94530001	95040000	5.26719170403256	IM_87
15	95040001	99180000	3.9196571271734	IM_87
15	99180001	101880000	5.44899039343109	IM_87
15	101880001	102390000	4.30771675085388	IM_87
16	90001	5130000	2.5985281568202	IM_87
16	5220001	8460000	1.75679551356207	IM_87
16	8460001	27540000	2.36873948917019	IM_87
16	27540001	30810000	5.02444366508355	IM_87
16	30810001	48390000	3.8318212327489	IM_87
16	48390001	83820000	2.19974739987756	IM_87
16	83820001	85710000	3.66707010625204	IM_87
16	85710001	86010000	2.68101544343057	IM_87
16	86010001	87720000	1.80021216009632	IM_87
16	87720001	90150000	2.33217136621174	IM_87
17	1	5160000	1.81251713631297	IM_87
17	5160001	6330000	1.14585726368554	IM_87
17	6330001	7110000	1.86538663509038	IM_87
17	7110001	9390000	3.81725733297422	IM_87
17	9390001	17460000	1.55210280035661	IM_87
17	17460001	21300000	3.74620569200436	IM_87
17	21330001	30270000	2.29217041636676	IM_87
17	30420001	31710000	1.09793871512448	IM_87
17	31710001	32010000	2.21526164851977	IM_87
17	32010001	33960000	3.34458509311645	IM_87
17	33960001	36210000	1.72251863528855	IM_87
17	36480001	38370000	2.75796558231997	IM_87
17	38400001	40320000	1.84170526863252	IM_87
